100,511
200,841
300,1315
400,587
500,269
600,223
700,202
800,186
900,175
1000,201
1100,316
1200,259
1300,687
1400,304
1500,243
1600,241
1700,470
1800,261
1900,200
2000,201
2100,255
2200,548
2300,275
2400,280
2500,487
2600,223
2700,188
2800,219
2900,322
3000,376
3100,518
3200,203
3300,207
3400,455
3500,266
3600,325
3700,180
3800,204
3900,605
4000,284
4100,254
4200,214
4300,373
4400,476
4500,246
4600,290
4700,500
4800,382
4900,294
5000,810
5100,420
5200,281
5300,336
5400,323
5500,236
5600,554
5700,509
5800,299
5900,393
6000,309
6100,575
6200,327
6300,290
6400,464
6500,308
6600,351
6700,318
6800,627
6900,374
7000,290
7100,476
7200,258
7300,355
7400,368
7500,494
7600,420
7700,624
7800,423
7900,511
8000,318
8100,423
8200,381
8300,481
8400,326
8500,350
8600,616
8700,627
8800,511
8900,373
9000,548
9100,363
9200,418
9300,394
9400,385
9500,368
9600,496
9700,353
9800,666
9900,588
10000,387
10100,393
10200,422
10300,413
10400,515
10500,482
10600,390
10700,402
10800,359
10900,698
11000,718
11100,519
11200,506
11300,355
11400,679
11500,414
11600,539
11700,479
11800,612
11900,594
12000,449
12100,464
12200,379
12300,697
12400,579
12500,544
12600,395
12700,372
12800,438
12900,535
13000,626
13100,378
13200,419
13300,406
13400,452
13500,549
13600,510
13700,516
13800,544
13900,778
14000,375
14100,430
14200,684
14300,490
14400,459
14500,619
14600,424
14700,565
14800,649
14900,415
15000,427
15100,460
15200,406
15300,506
15400,663
15500,480
15600,576
15700,567
15800,588
15900,626
16000,465
16100,427
16200,527
16300,490
16400,511
16500,608
16600,720
16700,746
16800,733
16900,550
17000,679
17100,516
17200,680
17300,570
17400,520
17500,593
17600,477
17700,515
17800,550
17900,629
18000,488
18100,707
18200,454
18300,730
18400,607
18500,615
18600,531
18700,603
18800,943
18900,710
19000,897
19100,1261
19200,1127
19300,1028
19400,933
19500,1414
19600,571
19700,782
19800,1271
19900,1039
