100,484
200,451
300,1689
400,1328
500,540
600,647
700,453
800,474
900,412
1000,412
1100,611
1200,610
1300,714
1400,485
1500,503
1600,1334
1700,744
1800,816
1900,884
2000,590
2100,679
2200,1045
2300,873
2400,684
2500,600
2600,660
2700,478
2800,781
2900,604
3000,1295
3100,995
3200,550
3300,731
3400,1110
3500,671
3600,872
3700,592
3800,968
3900,680
4000,1526
4100,1010
4200,882
4300,1775
4400,849
4500,729
4600,1038
4700,1592
4800,1213
4900,1080
5000,1399
5100,897
5200,724
5300,921
5400,1675
5500,1535
5600,1484
5700,1235
5800,847
5900,1333
6000,1910
6100,979
6200,2038
6300,1532
6400,1409
6500,1872
6600,1416
6700,2049
6800,985
6900,1206
7000,2159
7100,1631
7200,1690
7300,1183
7400,2009
7500,2197
7600,1694
7700,999
7800,1288
7900,2228
8000,1653
8100,1081
8200,2095
8300,2546
8400,2219
8500,1599
8600,2537
8700,2002
8800,2114
8900,1631
9000,2980
9100,2043
9200,1963
9300,1717
9400,2367
9500,2381
9600,1484
9700,2768
9800,2438
9900,1783
10000,3315
10100,1782
10200,2279
10300,2279
10400,1755
10500,2265
10600,2765
10700,1932
10800,2227
10900,2150
11000,2562
11100,1879
11200,2831
11300,2333
11400,2005
11500,2577
11600,2109
11700,1908
11800,3367
11900,1822
12000,2523
12100,2567
12200,1830
12300,2776
12400,2907
12500,1944
12600,2719
12700,2240
12800,2626
12900,2502
13000,1606
13100,2713
13200,2221
13300,3674
13400,2587
13500,1844
13600,3317
13700,1946
13800,2663
13900,2335
14000,2331
14100,2394
14200,1941
14300,2839
14400,1860
14500,2530
14600,2240
14700,2967
14800,2418
14900,3147
15000,2252
15100,3345
15200,2399
15300,2976
15400,2945
15500,2839
15600,2713
15700,2388
15800,2754
15900,2650
16000,2367
16100,3020
16200,2136
16300,2846
16400,2713
16500,3480
16600,3117
16700,4215
16800,2831
16900,4450
17000,3199
17100,3729
17200,3665
17300,3265
17400,3390
17500,2862
17600,3223
17700,3356
17800,4379
17900,3511
18000,3596
18100,4416
18200,3673
18300,4181
18400,3196
18500,2745
18600,3709
18700,2835
18800,3555
18900,3309
19000,3494
19100,3415
19200,4742
19300,3289
19400,3796
19500,2673
19600,2858
19700,2973
19800,3894
19900,4084
