100,36750
200,3807
300,4287
400,2239
500,1936
600,1163
700,1132
800,2595
900,1620
1000,678
1100,811
1200,832
1300,1802
1400,784
1500,971
1600,1038
1700,1065
1800,2183
1900,2001
2000,1518
2100,1327
2200,624
2300,777
2400,947
2500,806
2600,999
2700,721
2800,1066
2900,1432
3000,837
3100,698
3200,908
3300,944
3400,1118
3500,1090
3600,876
3700,1046
3800,864
3900,988
4000,1210
4100,1010
4200,1076
4300,1106
4400,1116
4500,1416
4600,1119
4700,1428
4800,1149
4900,1122
5000,1252
5100,1142
5200,1145
5300,1209
5400,1307
5500,1648
5600,1625
5700,1362
5800,1303
5900,1371
6000,1441
6100,1565
6200,1427
6300,1307
6400,1357
6500,1600
6600,1654
6700,1845
6800,1536
6900,1425
7000,1453
7100,1441
7200,1752
7300,1637
7400,1870
7500,1695
7600,1535
7700,1628
7800,1669
7900,1748
8000,1636
8100,1717
8200,1938
8300,1912
8400,1726
8500,1704
8600,1743
8700,1820
8800,1980
8900,1930
9000,1961
9100,2269
9200,1958
9300,2302
9400,1826
9500,2058
9600,1992
9700,2326
9800,2018
9900,2191
10000,2089
10100,2237
10200,2138
10300,2111
10400,2226
10500,2161
10600,2077
10700,2135
10800,2232
10900,2573
11000,2226
11100,2398
11200,2682
11300,2307
11400,2501
11500,2255
11600,2576
11700,2258
11800,2520
11900,2497
12000,2675
12100,2513
12200,2874
12300,2686
12400,2781
12500,2598
12600,2808
12700,2590
12800,2467
12900,2497
13000,2568
13100,2661
13200,2479
13300,2550
13400,2991
13500,2771
13600,3125
13700,3319
13800,3116
13900,3316
14000,4185
14100,3198
14200,3190
14300,3843
14400,5646
14500,6979
14600,5405
14700,4259
14800,4038
14900,4933
15000,4698
15100,4011
15200,4002
15300,4100
15400,3936
15500,4472
15600,4087
15700,4573
15800,4271
15900,4260
16000,4152
16100,4240
16200,4952
16300,4359
16400,3988
16500,4734
16600,4735
16700,4235
16800,4852
16900,4333
17000,5083
17100,4488
17200,4450
17300,4669
17400,4756
17500,4637
17600,5025
17700,5286
17800,5038
17900,4718
18000,4618
18100,4511
18200,4161
18300,5096
18400,5152
18500,5278
18600,4777
18700,4590
18800,5409
18900,5691
19000,4912
19100,4899
19200,5429
19300,5042
19400,5564
19500,5330
19600,5744
19700,5898
19800,5774
19900,5958
