100,1680
200,1572
300,695
400,566
500,404
600,574
700,1194
800,712
900,430
1000,879
1100,513
1200,510
1300,701
1400,1243
1500,575
1600,1086
1700,714
1800,416
1900,493
2000,874
2100,1033
2200,631
2300,1000
2400,509
2500,630
2600,1221
2700,610
2800,1122
2900,448
3000,517
3100,1551
3200,854
3300,675
3400,522
3500,1197
3600,987
3700,638
3800,1180
3900,941
4000,801
4100,599
4200,1158
4300,931
4400,614
4500,1161
4600,1220
4700,1150
4800,1298
4900,1279
5000,1008
5100,988
5200,964
5300,929
5400,763
5500,1235
5600,813
5700,1204
5800,1044
5900,1018
6000,1260
6100,779
6200,1801
6300,1150
6400,1531
6500,794
6600,1464
6700,1161
6800,1403
6900,1147
7000,1144
7100,1033
7200,844
7300,1457
7400,907
7500,1068
7600,1502
7700,1187
7800,890
7900,1396
8000,1036
8100,1087
8200,1190
8300,1415
8400,1393
8500,1227
8600,1447
8700,969
8800,1484
8900,1536
9000,1272
9100,1614
9200,1411
9300,1335
9400,1744
9500,1021
9600,1572
9700,1668
9800,1389
9900,1341
10000,1992
10100,1784
10200,1414
10300,2075
10400,1451
10500,1896
10600,1558
10700,1874
10800,1299
10900,1872
11000,1870
11100,1791
11200,1662
11300,1585
11400,1776
11500,1514
11600,1852
11700,1695
11800,1558
11900,1382
12000,1818
12100,1611
12200,1367
12300,1260
12400,1853
12500,1459
12600,1195
12700,1287
12800,1851
12900,1481
13000,1164
13100,1663
13200,1239
13300,1304
13400,1172
13500,1464
13600,1450
13700,1492
13800,1272
13900,1833
14000,1402
14100,1211
14200,1469
14300,1399
14400,1965
14500,1787
14600,1957
14700,2373
14800,1663
14900,1859
15000,1642
15100,1618
15200,1639
15300,1760
15400,1558
15500,2084
15600,1803
15700,1397
15800,1568
15900,1613
16000,2015
16100,2122
16200,1501
16300,1920
16400,1649
16500,1738
16600,1733
16700,1791
16800,1573
16900,2750
17000,1869
17100,2235
17200,1922
17300,2168
17400,1589
17500,1903
17600,2164
17700,2450
17800,1888
17900,2162
18000,2539
18100,2191
18200,1809
18300,1875
18400,2152
18500,1924
18600,2007
18700,2422
18800,1972
18900,1930
19000,1681
19100,2374
19200,2827
19300,1930
19400,2221
19500,2526
19600,2562
19700,1982
19800,1812
19900,2078
