100,7933
200,3853
300,1990
400,1401
500,1697
600,762
700,866
800,1005
900,427
1000,738
1100,868
1200,568
1300,799
1400,1525
1500,1302
1600,522
1700,670
1800,816
1900,670
2000,1082
2100,722
2200,598
2300,1520
2400,624
2500,588
2600,684
2700,639
2800,1618
2900,830
3000,687
3100,851
3200,1126
3300,858
3400,703
3500,661
3600,713
3700,1291
3800,779
3900,834
4000,1302
4100,891
4200,1054
4300,1142
4400,1306
4500,1448
4600,1034
4700,1509
4800,1037
4900,863
5000,1336
5100,2309
5200,1548
5300,1644
5400,2101
5500,2016
5600,1438
5700,1311
5800,1468
5900,959
6000,1065
6100,1205
6200,2283
6300,1146
6400,1464
6500,1202
6600,1928
6700,1257
6800,1584
6900,1269
7000,1057
7100,2258
7200,2398
7300,1084
7400,1183
7500,2104
7600,1482
7700,2406
7800,1109
7900,1933
8000,1495
8100,1047
8200,1552
8300,2750
8400,2102
8500,1287
8600,2014
8700,3134
8800,1991
8900,1558
9000,2932
9100,2202
9200,1553
9300,2124
9400,2083
9500,2858
9600,1749
9700,1875
9800,2345
9900,2024
10000,2850
10100,2109
10200,1660
10300,3029
10400,2120
10500,1605
10600,1884
10700,1889
10800,2770
10900,1906
11000,2040
11100,3050
11200,2133
11300,1700
11400,2638
11500,2165
11600,1996
11700,2865
11800,3470
11900,2183
12000,2391
12100,2800
12200,2788
12300,2552
12400,2333
12500,2869
12600,2388
12700,1878
12800,2251
12900,2121
13000,2370
13100,3166
13200,1740
13300,2496
13400,2133
13500,2466
13600,2797
13700,2298
13800,3276
13900,2029
14000,2609
14100,2474
14200,2522
14300,2583
14400,2332
14500,2417
14600,2798
14700,2825
14800,2249
14900,3481
15000,2124
15100,3548
15200,2553
15300,2614
15400,2526
15500,3000
15600,2267
15700,2628
15800,2965
15900,3011
16000,2403
16100,3056
16200,2344
16300,2679
16400,3927
16500,2941
16600,3560
16700,3163
16800,3571
16900,3452
17000,3570
17100,3276
17200,3974
17300,3669
17400,3212
17500,3222
17600,3125
17700,2894
17800,2967
17900,3551
18000,2975
18100,4751
18200,3167
18300,2928
18400,3234
18500,3258
18600,3800
18700,3584
18800,3461
18900,2955
19000,2612
19100,3632
19200,3344
19300,3164
19400,2987
19500,2846
19600,3160
19700,3595
19800,3377
19900,3331
