100,934
200,999
300,567
400,171
500,125
600,189
700,150
800,168
900,156
1000,264
1100,532
1200,138
1300,425
1400,532
1500,291
1600,357
1700,118
1800,174
1900,156
2000,506
2100,164
2200,224
2300,262
2400,139
2500,131
2600,229
2700,250
2800,452
2900,197
3000,446
3100,229
3200,201
3300,288
3400,198
3500,300
3600,145
3700,174
3800,296
3900,236
4000,161
4100,182
4200,278
4300,313
4400,211
4500,181
4600,269
4700,300
4800,155
4900,363
5000,338
5100,234
5200,483
5300,218
5400,536
5500,337
5600,243
5700,282
5800,334
5900,336
6000,190
6100,318
6200,233
6300,289
6400,589
6500,243
6600,292
6700,263
6800,315
6900,286
7000,429
7100,253
7200,361
7300,294
7400,368
7500,336
7600,309
7700,1143
7800,316
7900,394
8000,285
8100,416
8200,411
8300,380
8400,304
8500,295
8600,331
8700,290
8800,355
8900,418
9000,354
9100,363
9200,336
9300,455
9400,514
9500,277
9600,385
9700,338
9800,466
9900,379
10000,339
10100,351
10200,406
10300,451
10400,352
10500,400
10600,435
10700,361
10800,365
10900,293
11000,420
11100,357
11200,484
11300,350
11400,333
11500,338
11600,467
11700,707
11800,376
11900,459
12000,605
12100,442
12200,488
12300,362
12400,368
12500,508
12600,547
12700,461
12800,390
12900,756
13000,470
13100,461
13200,408
13300,584
13400,541
13500,395
13600,414
13700,528
13800,485
13900,392
14000,421
14100,415
14200,439
14300,455
14400,499
14500,482
14600,420
14700,459
14800,1159
14900,630
15000,456
15100,516
15200,504
15300,542
15400,476
15500,844
15600,498
15700,448
15800,715
15900,496
16000,445
16100,466
16200,451
16300,570
16400,420
16500,639
16600,403
16700,562
16800,482
16900,533
17000,667
17100,467
17200,407
17300,553
17400,537
17500,528
17600,524
17700,1044
17800,462
17900,500
18000,665
18100,687
18200,498
18300,578
18400,750
18500,693
18600,538
18700,569
18800,480
18900,494
19000,775
19100,724
19200,535
19300,819
19400,778
19500,1095
19600,545
19700,512
19800,474
19900,505
